StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prolific_id,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,Q14,Q14_DO,Q15,desktop,desktop_DO,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,beatles,beatles_DO,se.beatles,se.beatles_DO,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,alcapone,se.alcapone,se.alcapone_DO,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,vangogh,vangogh_DO,se.vangogh,se.vangogh_DO,natalia,natalia_DO,Q58,Q58_DO,spain,spain_DO,Q60,Q60_DO,Q60_1,Q60_2,Q60_3,Q60_5,Q60_DO,Q58,Q58_DO,Q32,Q33,Q34,Q34_DO,Q35,Q35_DO,Q36,Q36_DO,Q37,Q38,FL_90_DO,FL_12_DO,Google_default_DO
2023-07-13 19:01:13,2023-07-13 19:08:28,0,32.223.176.95,100,435,1,2023-07-13 19:08:29,R_3eaVcgIlSo4Bbte,,,,,37.751,-97.822,anonymous,EN,0.8999999761581421,1,5f3bdf77e3bf5895ce647c1a,,,,,5,2|4|3|5|1,7,1,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Video,Bing_default,
2023-07-13 19:04:16,2023-07-13 19:08:45,0,69.23.196.33,100,268,1,2023-07-13 19:08:45,R_1dcpPiYfWDcYNPh,,,,,31.3432,-85.844,anonymous,EN,1,1,63d71e67dd0fcccd3cc745b0,,,,,5,2|1|5|4|3,7,2,1|2,3.204,20.03,21.453,6,4,4|1|3|2|5|7|6,1,1|5|3|2|4,1.699,25.584,27.819,7,2,1,4|5|2|3|1,4.056,20.708,21.423,5,23,21|22|23|19|17|18|20,1,1|3|5|4|2,3,4|2|5|3|1,1,4|2|1|5|3,3,2|3|4|5|1,1,3|5|4|1|2,4.77,3.57,3.37,3.87,1|2|3|5,"1,5",3|6|5|1|4|2,1990,3,4,5|2|4|1|3,1,1|3|2|4,1,6|2|5|1|7|3|4,5,"Yes, I stuck with Google.",No_video,Google_default,google_default
2023-07-13 18:58:44,2023-07-13 19:09:05,0,173.73.215.137,100,620,1,2023-07-13 19:09:05,R_z6Fn318wMMq8SlP,,,,,38.894,-77.0365,anonymous,EN,1,1,5bfb3c42b2fc16000101296b,,,,,5,3|2|5|4|1,7,2,1|2,3.196,14.839,16.308,5,4,5|7|2|3|6|1|4,2,5|2|3|1|4,4.023,31.928,33.056,4,2,2,3|2|4|1|5,3.378,100.719,101.709,5,23,21|19|17|23|18|20|22,"1,2",2|3|1|4|5,3,2|4|5|3|1,2,3|5|1|4|2,3,2|5|3|1|4,2,1|5|2|4|3,5,3,0,3,5|2|1|3,1,3|6|5|4|1|2,1992,3,4,5|2|4|1|3,2,4|1|2|3,2,2|7|3|4|6|5|1,5,No,Video,Bing_default,
2023-07-13 19:03:39,2023-07-13 19:09:20,0,98.183.186.103,100,341,1,2023-07-13 19:09:20,R_3MJrvwmV0QVXMKU,,,,,36.8566,-75.9832,anonymous,EN,1,1,633b87cee034f7bf70e3faa5,,,,,5,3|4|2|5|1,7,2,2|1,27.68,31.221,33.753,2,4,6|3|5|7|2|4|1,1,2|5|3|1|4,24.695,28.398,29.455,2,1,1,3|2|5|4|1,53.975,55.905,56.881,2,17,19|18|22|17|23|21|20,1,5|2|4|3|1,3,3|2|1|5|4,1,3|5|4|1|2,3,1|4|3|5|2,1,4|3|1|5|2,4.87,2.47,0.33,3.63,2|1|5|3,"1,3",1|4|3|5|6|2,1995,4,4,5|1|2|3|4,1,4|3|1|2,1,6|2|4|7|3|5|1,5,"I use google for familiarity, ease of use and its reliability.",No_video,Google_default,google_default
2023-07-13 19:05:08,2023-07-13 19:10:34,0,50.29.233.30,100,326,1,2023-07-13 19:10:34,R_1DPeS6FqPFgJvpP,,,,,41.1988,-75.9053,anonymous,EN,1,1,5c742339e621f900163f4543,,,,,5,1|3|2|5|4,7,2,1|2,4.774,12.629,13.74,5,4,3|2|1|5|7|6|4,1,4|5|3|1|2,1.736,22.417,23.343,16,2,1,4|1|3|2|5,2.384,18.279,19.281,4,23,20|17|22|19|18|21|23,1,2|1|3|4|5,3,3|1|4|2|5,1,1|2|4|5|3,3,4|3|2|5|1,1,1|4|3|2|5,4.17,2.87,3,2.6,5|3|1|2,"1,2,3",4|6|5|2|1|3,1982,3,2,3|2|4|1|5,1,3|4|2|1,1,6|3|7|4|5|1|2,5,No,No_video,Google_default,google_default
2023-07-13 19:02:57,2023-07-13 19:11:20,0,108.213.250.203,100,502,1,2023-07-13 19:11:21,R_Dvg8Sas6Z6Uwykx,,,,,29.397,-94.9203,anonymous,EN,,1,5f1b2816e83bcd2d4563a28b,,,,,5,1|2|5|4|3,7,2,2|1,24.024,36.021,37.599,2,4,1|4|5|7|6|3|2,1,1|2|4|3|5,5.827,45.091,46.53,4,2,1,2|1|3|4|5,64.817,67.674,71.756,2,23,22|18|21|17|20|23|19,1,1|5|4|3|2,3,2|4|3|1|5,1,2|5|1|3|4,3,3|4|5|1|2,1,5|2|1|4|3,5,3,0,1,1|3|5|2,"1,3",6|5|4|1|3|2,1972,2,3,2|3|4|1|5,2,4|3|2|1,1,2|4|3|7|1|5|6,5,none,Video,Bing_default,
2023-07-13 18:59:09,2023-07-13 19:11:21,0,173.18.176.53,100,732,1,2023-07-13 19:11:21,R_3OqSpPgTaGDmQjA,,,,,36.6642,-87.4208,anonymous,EN,1,1,5eac8b777b60c8129709fc10,,,,,5,2|1|3|5|4,7,2,1|2,17.089,24.405,25.657,3,4,3|4|1|7|6|2|5,1,2|3|5|1|4,6.072,52.304,53.739,4,2,1,2|1|4|5|3,2.622,25.245,26.275,6,23,21|20|19|23|17|22|18,1,2|4|5|3|1,3,3|5|1|2|4,1,5|3|2|4|1,3,1|5|4|2|3,1,1|2|3|4|5,4.87,4.8,2.87,2.83,3|5|1|2,"1,3",5|1|4|6|2|3,1977,4,4,1|3|2|5|4,2,4|1|3|2,1,6|4|1|3|7|5|2,5,no,Video,Bing_default,
2023-07-13 19:02:55,2023-07-13 19:11:29,0,108.26.178.111,100,513,1,2023-07-13 19:11:30,R_3MAund57c51zJ5q,,,,,42.3291,-71.1815,anonymous,EN,0.8999999761581421,1,580bea98827ca10001db514e,,,,,5,5|2|3|1|4,7,2,1|2,5.25,12.291,17.608,3,4,3|2|4|1|5|7|6,5,4|2|3|1|5,3.499,166.98,168.362,6,4,2,5|4|2|3|1,4.655,78.635,79.892,5,18,17|19|20|21|22|18|23,4,2|4|1|5|3,3,2|4|1|3|5,4,4|2|3|1|5,3,4|2|5|1|3,2,1|4|5|2|3,2.77,2.7,3.6,0.23,2|5|1|3,"1,2",6|5|4|1|2|3,1969,4,5,1|3|2|5|4,4,3|2|1|4,2,5|1|6|4|2|3|7,5,,No_video,Bing_default,
2023-07-13 19:07:21,2023-07-13 19:11:36,0,98.147.139.4,100,255,1,2023-07-13 19:11:37,R_DcuY10Lj7mCgkIF,,,,,34.0264,-117.936,anonymous,EN,1,1,6113e6bda3dd7f1366b02b6f,,,,,5,1|5|3|2|4,7,2,2|1,7.624,25.196,27.715,2,4,5|2|3|4|6|1|7,1,3|5|2|1|4,3.259,15.876,20.861,4,2,1,1|3|2|5|4,4.651,26.35,33.711,7,23,23|21|18|20|17|22|19,1,2|5|4|1|3,3,1|5|4|2|3,1,3|4|1|2|5,3,2|4|5|3|1,1,5|3|2|1|4,4.4,,,,2|1|5|3,1,3|5|1|6|2|4,2001,2,2,1|5|2|3|4,2,1|4|2|3,7,7|3|6|4|5|2|1,5,,No_video,Google_default,google_default
2023-07-13 19:06:20,2023-07-13 19:11:51,0,73.1.18.98,100,331,1,2023-07-13 19:11:51,R_3NU2md3wjrTXiG5,,,,,25.7689,-80.1946,anonymous,EN,1,1,5a21f078a7788f000144aa76,,,,,5,2|4|3|1|5,7,2,1|2,6.253,18.045,21.269,4,4,2|3|7|1|4|6|5,1,2|1|4|5|3,7.539,31.083,32.212,4,2,1,4|1|5|2|3,3.25,24.702,25.689,4,23,23|18|22|21|17|20|19,1,3|5|2|4|1,3,4|5|1|3|2,1,1|3|5|4|2,3,4|5|2|1|3,1,5|2|4|3|1,4.8,4.33,4.6,3.6,1|3|5|2,"1,3",4|2|5|3|6|1,1972,4,3,5|2|3|1|4,2,3|1|4|2,7,5|6|7|3|2|1|4,5,I always use Google because it gives the best results quickly.,Video,Google_default,google_default
2023-07-13 19:01:46,2023-07-13 19:11:57,0,12.19.118.134,100,610,1,2023-07-13 19:11:57,R_2s0hzicnq7Zqi0p,,,,,36.4507,-95.7138,anonymous,EN,0.8999999761581421,1,606f72e12213160224d9ff25@email.prolific.co,,,,,5,4|5|1|2|3,7,2,2|1,28.314,33.698,37.303,3,4,7|4|6|3|2|1|5,2,3|5|4|1|2,51.223,57.528,58.556,3,1,2,3|5|4|2|1,95.827,100.251,101.709,3,17,18|20|17|19|23|21|22,2,4|5|2|3|1,5,5|4|1|2|3,,4|5|3|2|1,3,2|3|4|1|5,2,3|5|1|4|2,5,4.73,1.43,2.5,3|2|5|1,1,6|1|4|2|5|3,1991,3,4,5|2|4|3|1,1,1|4|3|2,1,3|6|5|2|7|1|4,5,no,No_video,Bing_default,
2023-07-13 19:09:09,2023-07-13 19:12:30,0,96.32.129.116,100,200,1,2023-07-13 19:12:31,R_SK4wGxYd1gA7W7v,,,,,33.9332,-83.3536,anonymous,EN,1,1,62f70dd38becd2f7f2ce53a8,,,,,5,5|1|2|3|4,7,2,1|2,7.092,13.706,14.032,3,4,5|6|4|2|1|7|3,2,2|3|5|4|1,3.606,27.844,28.471,8,2,"2,5",5|1|2|3|4,19.087,20.429,21.314,2,23,21|20|22|18|23|17|19,2,3|1|2|4|5,3,5|1|3|2|4,2,5|2|3|1|4,3,2|4|1|3|5,2,2|3|5|4|1,2.73,4.57,1.53,1.47,5|3|1|2,"1,3,5",5|4|3|2|6|1,1995,3,5,2|3|1|4|5,1,3|1|2|4,1,6|7|4|1|5|3|2,5,I want to switch to bing because google is trash now but i keep forgetting to,No_video,Bing_default,
2023-07-13 19:06:29,2023-07-13 19:13:01,0,166.216.158.137,100,392,1,2023-07-13 19:13:02,R_3ix2fbVFQoWlwus,,,,,34.0544,-118.244,anonymous,EN,1,1,60d7b3469a65ac7408cb9dd3,,,,,5,5|2|3|4|1,7,2,2|1,22.442,25.476,27.749,2,4,1|4|3|2|5|7|6,1,1|4|3|5|2,6.961,44.189,45.095,7,2,1,1|3|4|5|2,6.654,78.027,79.934,3,23,19|23|21|22|20|18|17,1,1|3|2|4|5,3,2|3|1|4|5,1,3|2|4|5|1,3,4|2|3|1|5,1,5|1|3|2|4,4.7,2.83,2.63,4.13,3|2|5|1,"1,5",6|2|3|1|4|5,1963,4,2,2|4|5|3|1,1,1|4|3|2,1,3|5|1|6|7|4|2,5,I do tend to use just a few.,Video,Bing_default,
2023-07-13 19:08:06,2023-07-13 19:13:08,0,136.226.68.254,100,301,1,2023-07-13 19:13:08,R_2YFCqNiztaHorQT,,,,,38.9609,-77.3429,anonymous,EN,1,1,5b662d96b178a90001d16ea6,,,,,5,2|1|3|4|5,7,2,1|2,13.061,16.133,21.433,2,4,6|5|2|4|7|3|1,1,5|4|2|3|1,4.867,20.86,22.577,3,2,1,3|1|5|2|4,2.202,13.724,14.526,3,23,17|21|20|22|19|23|18,1,5|1|3|4|2,3,1|2|4|3|5,1,3|2|5|4|1,3,2|1|4|5|3,1,3|5|2|4|1,4.57,3.4,3.27,2.47,1|5|2|3,1,4|6|2|3|5|1,1983,4,2,4|1|2|5|3,1,3|2|4|1,1,4|6|1|3|7|2|5,5,,No_video,Google_default,google_default
2023-07-13 19:02:10,2023-07-13 19:13:17,0,74.79.209.255,100,666,1,2023-07-13 19:13:17,R_1gTIYuyROAqA62D,,,,,42.9285,-76.5591,anonymous,EN,1,1,56e225c2ec0fdd000641e72d,,,,,5,4|1|5|3|2,7,2,1|2,6.805,26.747,29.795,5,4,2|4|1|6|3|7|5,1,3|2|5|4|1,10.198,30.743,31.881,5,2,1,5|1|2|3|4,5.666,117.334,118.671,5,23,22|17|21|23|18|19|20,1,3|2|5|4|1,3,3|2|5|4|1,1,3|4|1|2|5,3,3|4|5|2|1,1,4|1|2|3|5,4.33,3.26,1.83,2.56,5|1|2|3,"1,3",1|6|2|3|4|5,1972,5,4,1|5|3|2|4,2,4|1|3|2,1,5|4|7|3|1|6|2,5,I used the assigned search engine since it was easy to use and accurate,Video,Google_default,google_default
2023-07-13 19:11:40,2023-07-13 19:13:36,0,47.40.96.42,100,116,1,2023-07-13 19:13:37,R_2PBWXdEhVWi1Mz2,,,,,46.1918,-123.3684,anonymous,EN,1,1,57c725d89a5f4f0001f661bd,,,,,5,4|5|1|2|3,7,1,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Video,Bing_default,
2023-07-13 19:02:31,2023-07-13 19:13:39,0,104.59.247.20,100,667,1,2023-07-13 19:13:39,R_2YS8nPpydx4ZKZN,,,,,35.4875,-81.1755,anonymous,EN,0.8999999761581421,1,61086dd335b5043ec71b99b5,,,,,5,1|4|2|5|3,7,2,1|2,14.77,48.737,49.258,4,4,3|1|4|5|7|2|6,2,1|5|2|3|4,5.323,65.962,67.664,7,2,2,4|5|3|1|2,11.273,63.434,65.886,5,23,18|17|22|23|19|21|20,2,3|1|5|2|4,3,1|5|3|4|2,2,4|5|2|1|3,1,4|5|3|2|1,2,4|3|2|1|5,2.81,2.64,2.81,0.64,2|5|3|1,"1,2",5|1|4|2|3|6,1994,5,2,3|5|4|1|2,2,1|2|3|4,1,6|4|1|5|7|3|2,5,,Video,Bing_default,
2023-07-13 19:07:47,2023-07-13 19:13:52,0,76.3.68.161,100,364,1,2023-07-13 19:13:53,R_1q39GMOU8TfDMjL,,,,,38.9336,-92.363,anonymous,EN,0.8999999761581421,1,5e840dbae247c117b20f811a,,,,,5,5|2|1|4|3,7,2,2|1,15.306,27.869,28.896,2,4,1|2|5|4|7|3|6,1,5|1|3|2|4,61.587,64.205,65.436,2,2,1,2|1|5|4|3,25.252,27.679,28.54,2,17,20|17|23|18|19|22|21,1,4|1|2|3|5,3,5|2|1|3|4,1,5|2|4|3|1,3,2|3|1|5|4,1,2|5|1|3|4,3.77,2.47,1.47,1.63,5|3|1|2,1,4|5|2|3|6|1,1996,3,2,2|4|3|1|5,2,1|4|3|2,1,1|3|2|7|5|6|4,5,"I definitely stick to a search engine by default, but had I been assigned any other search engine, I might have gone back to google regardless",Video,Google_default,google_default
2023-07-13 19:08:15,2023-07-13 19:13:57,0,24.190.251.54,100,342,1,2023-07-13 19:13:57,R_3mdvQYcilEX0rm3,,,,,40.878,-74.5794,anonymous,EN,1,1,5dbcdf38a39098278b46036c,,,,,5,1|5|4|2|3,7,2,2|1,18.053,21.435,23.775,2,4,2|1|7|3|4|5|6,1,2|3|4|5|1,5.192,18.901,20.658,3,2,1,5|1|2|3|4,3.314,19.346,21.083,3,23,21|19|23|18|17|22|20,1,2|5|4|3|1,3,1|3|2|4|5,1,2|1|3|4|5,3,1|5|4|2|3,1,3|5|2|1|4,5,5,5,5,3|1|5|2,"1,2",1|4|6|2|5|3,1975,3,3,2|4|3|1|5,2,3|2|1|4,1,5|2|1|4|6|7|3,5,I stuck with Google. I could easily find the answers.,No_video,Google_default,google_default
2023-07-13 19:04:13,2023-07-13 19:14:37,0,24.89.30.16,100,623,1,2023-07-13 19:14:38,R_3s53tTKazvFZbNp,,,,,39.6343,-77.7337,anonymous,EN,1,1,64629c2e5b867a552ac7224c,,,,,5,3|4|1|2|5,7,2,1|2,4.989,15.725,19.148,4,4,5|7|4|1|6|2|3,1,5|4|2|3|1,13.171,30.039,32.34,4,2,1,5|4|2|1|3,5.194,13.301,16.598,4,23,23|19|21|22|17|20|18,1,1|5|3|4|2,3,1|4|5|2|3,1,3|2|5|4|1,3,3|4|2|1|5,1,3|5|4|2|1,5,4,2,2,5|1|3|2,"1,3",2|6|1|4|3|5,1973,3,5,1|3|4|5|2,1,4|3|1|2,1,1|2|6|3|7|5|4,5,"I prefer to use the Google Search Engine, I have used others in the past, but have found that I get understand the interface with Google best.",Video,Google_default,google_default
2023-07-13 19:14:11,2023-07-13 19:14:39,0,68.238.247.191,100,27,1,2023-07-13 19:14:39,R_2flAKhbzgPkPQmq,,,,,39.9544,-75.1657,anonymous,EN,0.8999999761581421,1,6100705dc18c2afecaf8d04c,,,,,1,3|5|2|1|4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-13 19:08:42,2023-07-13 19:14:45,0,174.16.157.33,100,363,1,2023-07-13 19:14:46,R_1kUBjTziD01qr4K,,,,,39.5972,-105.001,anonymous,EN,1,1,64137d0dfe71cf6624348d27,,,,,5,5|4|2|3|1,7,2,2|1,5.04,20.382,21.889,4,4,2|6|1|7|3|4|5,1,4|1|5|2|3,6.813,51.172,52.423,6,2,1,3|2|5|4|1,3.464,23.87,25.271,4,23,19|17|23|20|22|21|18,1,3|4|1|5|2,3,3|5|4|2|1,1,1|3|2|4|5,3,3|5|2|4|1,1,1|5|2|4|3,4,3,3,3,2|3|1|5,"1,3,5",3|2|6|4|1|5,1958,4,4,4|1|3|5|2,2,3|4|2|1,1,6|3|4|1|5|7|2,5,no comment,No_video,Google_default,google_default
2023-07-13 19:07:43,2023-07-13 19:14:56,0,71.72.220.80,100,433,1,2023-07-13 19:14:57,R_31QvRQ0b68AXSh3,,,,,40.578,-81.0775,anonymous,EN,1,1,5e531b2205acdb33c0f5f24c,,,,,5,3|5|2|1|4,7,2,2|1,35.876,42.099,43.653,4,4,2|1|5|3|4|7|6,2,4|3|5|2|1,44.269,46.605,47.267,3,1,2,2|4|1|3|5,55.819,58.3,59.407,3,17,23|21|17|19|22|18|20,2,1|4|2|3|5,3,2|1|5|3|4,2,4|1|2|5|3,3,3|1|4|5|2,2,2|1|3|4|5,4.6,2.43,2.77,3.73,1|5|2|3,"1,3,5",3|2|6|4|5|1,1978,3,3,5|3|4|1|2,1,4|3|1|2,1,7|6|4|3|1|5|2,5,,Video,Bing_default,
2023-07-13 19:13:54,2023-07-13 19:15:01,0,76.20.195.227,100,67,1,2023-07-13 19:15:01,R_1ojVVRyDqNUfbbe,,,,,34.0414,-84.5053,anonymous,EN,1,1,614fddfbf609da368336288b,,,,,1,2|5|1|4|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-13 19:05:12,2023-07-13 19:15:54,0,100.38.67.23,100,641,1,2023-07-13 19:15:54,R_1OuVTmOiYzbrHTc,,,,,40.6704,-73.6981,anonymous,EN,1,1,60b9af795939f976cb74232a,,,,,5,5|3|1|4|2,7,2,2|1,34.459,42.241,55.341,2,4,6|2|4|3|1|5|7,1,2|5|3|4|1,8.572,46.064,47.436,4,2,1,2|4|3|1|5,3.765,34.477,35.695,4,23,19|21|23|17|22|20|18,1,4|5|1|3|2,3,1|5|3|2|4,1,4|2|5|1|3,3,4|5|3|2|1,1,3|2|4|5|1,4.4,3.6,2.97,1.1,5|2|3|1,"1,3",3|5|1|2|4|6,1976,3,2,4|2|1|5|3,1,1|2|4|3,1,3|5|1|4|2|6|7,5,"Interesting. I actually wouldn't have guessed that, even though it seems like a cool survey now. I am a heavy user of internet search, and I feel pretty confident that Bing is inferior to Google. I'm just not sure what search engine is best for political or social issue questions, because that is the one place where I question Google's results. Google images vs Bing images is night and day different, and Bing just doesn't get all the results that they should. Good luck finalizing your degree!",No_video,Bing_default,
2023-07-13 19:02:10,2023-07-13 19:16:24,0,174.235.160.87,100,853,1,2023-07-13 19:16:25,R_8CSEo7mRAtomfYd,,,,,39.952,-75.1814,anonymous,EN,1,1,609800dd75479749cf47d10c,,,,,5,4|2|1|3|5,7,2,2|1,4.521,22.974,24.174,6,4,5|2|4|6|3|7|1,1,3|5|4|2|1,4.549,64.235,65.651,7,2,1,3|5|4|1|2,2.984,30.994,34.034,5,23,23|21|17|20|19|22|18,1,1|5|3|4|2,3,1|2|5|4|3,1,3|4|5|1|2,3,5|4|2|3|1,1,3|4|2|5|1,4.87,1.4,0.83,2.4,5|2|3|1,"1,3",4|2|3|6|1|5,1973,2,5,1|5|2|4|3,2,4|1|3|2,1,7|3|5|6|2|1|4,5,"I stuck to the one your provided, that said google is my main search engine which I use 98% of the time. ",Video,Google_default,google_default
2023-07-13 19:12:37,2023-07-13 19:16:26,0,174.96.79.15,100,228,1,2023-07-13 19:16:27,R_2wAWHeW2vXOFdF7,,,,,39.8378,-84.1111,anonymous,EN,1,1,62e97dfea1a1ef00cb9f0b10,,,,,5,3|4|1|5|2,7,2,2|1,5.032,30.43,31.748,9,4,1|6|2|4|7|3|5,1,5|2|4|3|1,10.032,26.333,27.43,6,2,1,4|2|3|1|5,2.621,20.79,21.281,8,23,20|21|23|22|19|18|17,1,1|4|2|3|5,3,5|3|2|1|4,1,1|2|4|5|3,3,2|3|1|4|5,1,3|1|2|5|4,5,2.39,2.82,3.43,2|5|3|1,"1,5",2|3|6|4|5|1,1983,5,2,4|2|5|1|3,1,2|3|4|1,1,2|1|5|3|6|7|4,5,No,No_video,Bing_default,
2023-07-13 19:02:33,2023-07-13 19:16:27,0,47.146.205.223,100,834,1,2023-07-13 19:16:28,R_2S3oOIGUmlFuIlP,,,,,33.9794,-118.0609,anonymous,EN,0.8999999761581421,1,5b6872f33ffbf200015434ef,,,,,5,5|1|2|4|3,7,2,1|2,3.787,34.168,35.032,9,4,2|4|1|7|3|6|5,2,5|3|4|1|2,10.003,75.022,75.822,14,2,2,3|5|1|2|4,5.036,31.136,32.214,11,17,21|22|23|18|17|19|20,2,2|4|3|5|1,3,5|2|3|4|1,2,3|2|5|4|1,1,1|5|2|3|4,2,4|2|3|5|1,4.84,4.89,2.93,3.82,2|3|1|5,1,6|5|3|1|2|4,1992,5,3,4|3|5|1|2,2,2|3|4|1,7,6|5|2|1|4|7|3,5,None,No_video,Bing_default,
2023-07-13 19:03:25,2023-07-13 19:17:02,0,24.129.96.251,100,816,1,2023-07-13 19:17:02,R_x6gxf0HKCs9pSVj,,,,,30.3341,-81.6544,anonymous,EN,0.8999999761581421,1,5b5c3b266b25590001778ea1,,,,,5,5|1|3|4|2,7,2,2|1,1.365,13.367,15.252,5,4,5|6|2|7|4|1|3,2,2|1|3|5|4,2.243,67.782,69.934,5,2,2,4|1|3|5|2,1.732,36.21,37.717,6,17,19|21|17|18|23|22|20,2,1|4|2|5|3,3,3|5|4|2|1,2,3|1|4|2|5,3,1|4|2|3|5,2,5|2|4|1|3,5,5,2.5,2.5,1|2|3|5,"2,3",6|1|5|4|3|2,1982,4,2,1|3|4|2|5,1,2|3|1|4,4,2|6|1|4|5|7|3,5,,Video,Google_default,google_default
2023-07-13 19:06:19,2023-07-13 19:17:04,0,136.35.33.26,100,644,1,2023-07-13 19:17:04,R_30iBGx9ES4mHNF1,,,,,39.0661,-94.6288,anonymous,EN,1,1,607ce9df61f8f44b9403edfc,,,,,5,5|3|4|2|1,7,2,2|1,9.142,25.456,26.343,4,4,5|7|3|4|2|6|1,1,3|5|4|2|1,15.92,40.572,41.782,4,2,1,4|5|1|3|2,3.894,45.499,46.905,4,23,20|19|22|23|17|18|21,1,2|3|4|1|5,3,3|2|4|1|5,1,4|1|2|3|5,3,2|5|4|3|1,1,1|4|5|3|2,4.57,3.43,2.47,2.83,2|1|5|3,"1,3",3|5|1|2|6|4,1988,4,4,5|4|2|3|1,2,3|1|2|4,4,5|1|4|3|7|2|6,5,none,Video,Bing_default,
2023-07-13 19:10:51,2023-07-13 19:17:06,0,167.142.114.14,100,374,1,2023-07-13 19:17:06,R_24zKZTSyqvDgtjC,,,,,41.2946,-92.6442,anonymous,EN,1,1,5e937e8e4d246b6b4162ae72,,,,,5,4|5|2|3|1,7,2,2|1,2.893,29.812,32.918,3,4,4|1|5|7|2|6|3,1,5|3|2|1|4,1.912,67.428,68.519,5,2,1,2|3|5|4|1,1.579,119.644,120.351,6,23,20|22|17|18|21|23|19,1,2|4|5|3|1,3,3|4|1|5|2,1,1|3|4|5|2,3,2|5|1|3|4,1,5|1|4|3|2,4.6,4.07,3.5,2.67,2|1|5|3,"1,3",2|1|4|5|6|3,1989,5,4,3|4|1|2|5,1,2|3|1|4,1,2|7|5|6|4|1|3,5,No,No_video,Google_default,google_default
2023-07-13 19:10:37,2023-07-13 19:17:19,0,75.150.128.44,100,402,1,2023-07-13 19:17:20,R_1Ln8pLjK5BnkjBy,,,,,40.1578,-75.1236,anonymous,EN,1,1,62adcf439ff48317ff72e773,,,,,5,2|1|3|5|4,7,2,2|1,2.307,25.884,26.557,4,4,7|2|4|5|3|6|1,2,5|3|2|4|1,3.171,11.987,12.898,6,2,5,3|1|5|2|4,11.651,15.762,16.504,4,23,22|20|17|18|21|23|19,5,4|2|3|5|1,3,5|1|2|4|3,2,2|3|1|5|4,3,4|1|2|5|3,2,1|2|3|5|4,4.4,3.3,1.27,2.47,1|2|5|3,"1,3",3|2|4|1|5|6,1989,4,4,5|4|1|2|3,1,1|2|4|3,2,3|4|1|2|6|7|5,5,It was easier using the search engine provided since the link opened a new tab.,No_video,Bing_default,
2023-07-13 19:12:50,2023-07-13 19:17:33,0,209.159.217.88,100,282,1,2023-07-13 19:17:33,R_RQPA5YOJUoSm6xX,,,,,44.1415,-103.2052,anonymous,EN,1,1,63614af3f714542282bd139b,,,,,5,1|2|5|4|3,7,2,1|2,12.994,15.499,17.088,2,4,3|6|4|7|5|2|1,1,1|5|2|4|3,4.99,30.232,30.791,4,2,1,1|4|3|2|5,2.661,20.608,21.891,6,23,21|18|20|22|23|17|19,1,2|1|3|4|5,3,5|4|3|2|1,1,2|3|1|5|4,3,3|5|4|1|2,1,5|2|1|4|3,4.03,2.77,2.47,3.2,5|2|1|3,1,3|2|6|5|4|1,1976,4,2,4|2|1|5|3,1,2|4|3|1,1,4|5|6|1|7|2|3,5,i use google a lot so stuck with it,No_video,Google_default,google_default
2023-07-13 19:06:01,2023-07-13 19:17:36,0,174.206.37.63,100,694,1,2023-07-13 19:17:36,R_3CPWSCx1ItQJTlX,,,,,37.4532,-79.1091,anonymous,EN,1,1,5e437d7404eaba215eafbd2a,,,,,5,2|4|3|5|1,7,2,1|2,13.138,16.914,17.876,3,4,7|1|2|3|4|5|6,1,2|3|5|4|1,24.538,27.977,29.169,3,2,1,4|5|1|3|2,28.549,30.757,31.847,3,23,19|18|21|17|23|20|22,1,1|3|5|2|4,3,2|5|1|4|3,1,5|1|4|3|2,3,3|5|2|4|1,1,5|1|4|2|3,3.81,2.61,2.54,1.61,3|5|1|2,"1,5",5|4|1|2|6|3,1982,4,4,4|3|2|1|5,2,2|4|3|1,1,5|6|1|3|7|4|2,5,no,No_video,Google_default,google_default
