StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,prolific_id,Q41_First Click,Q41_Last Click,Q41_Page Submit,Q41_Click Count,Q14,Q14_DO,Q15,Q38_First Click,Q38_Last Click,Q38_Page Submit,Q38_Click Count,choice_screen,choice_screen_DO,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,desktop,desktop_DO,survey_version,default_assigned,default_assigned_DO,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,beatles,beatles_DO,se.beatles,se.beatles_DO,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,alcapone,se.alcapone,se.alcapone_DO,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,vangogh,vangogh_DO,se.vangogh,se.vangogh_DO,Q60_1,Q60_2,Q60_3,Q60_5,Q60_DO,Q43_First Click,Q43_Last Click,Q43_Page Submit,Q43_Click Count,Q58,Q58_DO,choice screen,choice screen_DO,survey.type.weather,survey.type.weather_DO,Q55,Q51_First Click,Q51_Last Click,Q51_Page Submit,Q51_Click Count,austin,app_austin,app_austin_DO,Q52_First Click,Q52_Last Click,Q52_Page Submit,Q52_Click Count,cambridge,app_cambridge,app_cambridge_DO,Q53_First Click,Q53_Last Click,Q53_Page Submit,Q53_Click Count,cupertino,app_cupertino,app_cupertino_DO,Q31_1,Q31_2,Q31_3,Q31_DO,Q54,Q32,Q33,Q34,Q34_DO,Q35,Q35_DO,Q36,Q36_DO,Q37,Q38,rid,gc,Q_UnansweredPercentage,Q_UnansweredQuestions,Q_StraightliningCount,Q_StraightliningPercentage,Q_StraightliningQuestions,FL_12_DO,default_DO,video.weather_DO,weather_DO
2023-07-12 18:43:08,2023-07-12 18:54:22,0,71.143.198.64,100,673,1,2023-07-12 18:54:23,R_XhLzZM7DYM38SpH,,,,,37.7201,-122.4414,anonymous,EN,0.8999999761581421,1,62ecae2ce56ea262113d808d,,,,,5,3|2|4|5|1,7,,,,,,,5.722,5.722,11.635,1,2,2|1,2,2,1|4|3|2,4.638,41.39,43.475,3,4,2|5|6|3|4|7|1,2,1|2|5|4|3,34.218,154.916,155.766,4,1,2,5|1|3|4|2,5.179,97.159,98.137,3,23,23|20|18|17|21|19|22,2,1|5|4|3|2,3.5,3.4,3.47,3.47,2|1|3|5,10.097,31.637,33.603,6,"1,6",3|6|5|2|1|4,,,2,1|2,1,72.5,79.884,80.955,2,1,1,2|1|3|4,21.764,23.205,23.963,2,3,1,2|3|1|4,15.19,16.464,17.353,2,1,1,4|3|1|2,4,3,3,2|1|3,1,2000,3,5,3|4|2|1|5,1,3|1|4|2,4,3|1|5|4|7|2|6,5,"since it was temporary, sure I would probably rather stick too",,1,0,,0,0,,default,bing_default|Q42,description,default_wc
2023-07-12 18:45:37,2023-07-12 18:54:22,0,75.236.151.44,100,525,1,2023-07-12 18:54:23,R_diD0DrfGRCcSTW9,,,,,36.1788,-115.1715,anonymous,EN,1,1,5f9e612e5e10814115cc780d,,,,,5,3|2|1|4|5,7,3.042,3.042,18.099,1,2,2|3|1|5,,,,,2,1|2,1,,,4.435,19.424,22.364,4,4,2|5|6|1|4|7|3,4,2|5|4|1|3,4.178,28.403,29.834,4,2,4,4|1|5|3|2,2.047,51.186,52.415,5,17,19|20|17|23|22|18|21,4,2|4|3|1|5,4.65,3.32,4.02,2.58,2|3|5|1,7.624,29.369,33.941,6,"1,2",2|5|1|4|3|6,2,2|1|3,1,2|1,,29.784,69.042,71.09,4,1,2,1|4|2|3,2.007,53.516,54.763,4,1,2,2|4|3|1,3.224,33.278,35.002,4,3,2,2|1|3|4,4,5,4,2|3|1,4,1974,2,5,1|5|4|2|3,1,1|2|3|4,1,3|7|6|1|4|2|5,5,Nothing comes to mind.,,1,0,,0,0,,choice_screen,,description,choice screen
2023-07-12 18:45:58,2023-07-12 18:54:32,0,71.231.185.126,100,513,1,2023-07-12 18:54:33,R_1jE5kkRQoMZ2Riu,,,,,47.6722,-122.1257,anonymous,EN,0.8999999761581421,1,5dd3bfcd8b8df139ce007928,,,,,5,3|2|4|1|5,7,,,,,,,2.246,2.246,10.066,1,2,2|1,2,4,2|4|1|3,3.975,11.64,12.969,4,4,3|6|4|2|7|5|1,1,5|1|3|4|2,3.786,18.286,19.594,6,2,1,3|1|4|5|2,6.845,18.57,20.17,5,23,18|21|23|20|17|19|22,1,3|4|2|1|5,4.92,1.42,1.56,1.36,2|1|5|3,3.038,26.359,28.98,10,"1,2,5",5|2|6|1|4|3,,,2,2|1,2,8.506,50.24,51.312,4,1,2,3|2|1|4,4.219,104.968,105.818,7,1,2,1|4|3|2,2.815,55.481,73.506,4,3,2,2|4|3|1,5,2,4,3|2|1,"1,3",1968,3,2,2|1|5|4|3,1,4|1|2|3,1,3|6|5|2|1|7|4,5,Google for everything although Bard and Chat GPT may eventually usurp it,,1,0,,0,0,,default,duckduckgo_default|Q42,description,default_aw
2023-07-12 18:48:31,2023-07-12 18:54:33,0,107.142.215.204,100,362,1,2023-07-12 18:54:34,R_22zQ0BvbN1c8nmc,,,,,34.0544,-118.2441,anonymous,EN,0.8999999761581421,1,5608a73fd7def20012b7389d,,,,,5,4|1|3|5|2,7,50.911,60.035,63.154,2,1,5|3|1|2,,,,,2,2|1,1,,,2.5,17.126,18.23,5,4,2|4|6|1|7|5|3,1,2|3|1|4|5,1.088,21.834,28.129,5,2,1,2|5|4|3|1,1.678,15,15.956,5,23,22|17|19|23|20|18|21,1,3|2|1|4|5,4.47,3.5,3.5,2.8,1|5|2|3,8.251,18.12,19.001,6,"1,3",3|4|6|1|5|2,2,3|1|2,1,1|2,,41.284,43.884,44.805,2,1,2,3|1|4|2,24.194,26.112,26.868,2,1,2,1|3|4|2,24.533,26.066,26.857,2,3,2,4|3|1|2,4,4,3,2|3|1,"1,2",1987,4,4,4|5|1|3|2,1,2|4|3|1,1,2|1|4|6|5|3|7,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,choice screen
2023-07-12 18:45:34,2023-07-12 18:54:37,0,24.6.136.102,100,542,1,2023-07-12 18:54:38,R_cACDrIHEc1BoGuB,,,,,37.8333,-121.9209,anonymous,EN,1,1,62e33e19103dbbbc8e094e76,,,,,5,3|2|1|5|4,7,,,,,,,7.145,7.145,19.41,1,2,1|2,2,2,3|1|4|2,28.281,31.467,33.271,3,4,3|7|2|6|4|5|1,1,3|4|1|5|2,65.062,70.597,71.039,4,1,1,5|4|3|2|1,92.189,95.326,96.834,3,23,21|18|19|20|17|23|22,1,2|5|1|4|3,4.94,1.84,1.38,1.94,2|1|3|5,5.393,30.181,34.22,10,"1,3,5",2|4|5|3|6|1,,,2,1|2,2,43.231,46.812,47.778,3,1,2,3|4|2|1,34.736,37.588,38.412,3,1,2,1|3|2|4,37.136,40.71,41.442,3,3,2,2|4|1|3,2,4,3,3|2|1,"1,2,3",1993,5,3,3|5|1|2|4,2,3|4|2|1,1,6|4|7|2|5|1|3,5,no,,1,0,,0,0,,default,bing_default|Q42,description,default_aw
2023-07-12 18:43:37,2023-07-12 18:54:43,0,173.63.206.246,100,666,1,2023-07-12 18:54:44,R_2X6A4s3FDt7p7He,,,,,39.1378,-74.7806,anonymous,EN,1,1,5baa535fa3c9170001156197,,,,,5,4|2|3|5|1,7,14.63,14.63,15.95,1,1,3|1|5|2,,,,,2,2|1,1,,,8.031,23.136,25.011,3,4,7|4|3|6|2|1|5,1,3|1|4|5|2,5.56,25.481,28.407,3,2,1,4|2|5|3|1,6.548,21.752,22.612,3,23,18|17|19|20|23|21|22,1,2|1|3|5|4,4.52,3.75,4.08,2.62,2|1|5|3,8.542,32.977,34.01,10,1,1|6|3|2|4|5,,,2,1|2,1,7.1,107.608,109.138,3,1,4,2|4|3|1,45.464,65.274,66.733,2,6,4,2|3|1|4,5.177,26.908,28.045,3,1,4,4|2|3|1,4,4,4,3|1|2,"2,4",1989,5,4,2|5|4|3|1,2,2|1|3|4,6,2|1|3|4|5|6|7,5,I usually use Google on my desktop and Duck Duck Goose in my phone.,,1,0,,0,0,,choice_screen,,description,default_wc
2023-07-12 18:46:04,2023-07-12 18:54:49,0,98.56.197.150,100,524,1,2023-07-12 18:54:49,R_33mqLvMwcHkGkSG,,,,,38.581,-121.4939,anonymous,EN,1,1,5e542a0c4b7e8c42fafa7216,,,,,5,4|1|2|3|5,7,12.064,12.064,13.701,1,1,5|3|1|2,,,,,2,1|2,1,,,6.015,14.231,18.424,4,4,5|3|6|7|2|4|1,1,5|3|1|2|4,9.853,47.062,48.992,4,2,1,4|2|3|5|1,5.422,53.061,53.956,8,23,19|18|23|17|20|21|22,1,4|2|3|5|1,4.72,1.82,2.65,1.78,3|1|2|5,5.601,22.435,28.155,6,"1,6",2|4|3|1|6|5,2,3|1|2,1,2|1,,11.595,97.988,99.697,4,1,2,2|4|3|1,5.522,34.202,34.977,4,1,2,1|3|4|2,4.891,33.474,34.369,5,3,2,1|2|4|3,2,3,3,2|3|1,4,1968,5,4,4|5|2|3|1,1,3|4|1|2,4,3|7|6|1|4|5|2,5,Most would go to their favorite search engine rather follow a assigned search engine because it's outside their comfort zone.,,1,0,,0,0,,choice_screen,,description,choice screen
2023-07-12 18:47:30,2023-07-12 18:54:49,0,166.205.87.116,100,439,1,2023-07-12 18:54:50,R_1gUdOoMaUWdtkr0,,,,,38.581,-121.4939,anonymous,EN,0.699999988079071,1,614b93c99681921c8e9cec09,,,,,5,3|5|1|2|4,7,8.607,26.829,29.364,3,1,3|5|2|1,,,,,2,1|2,1,,,13.897,16.947,18.711,2,4,1|6|5|2|4|3|7,1,2|3|5|4|1,52.449,59.616,60.967,2,2,1,3|4|2|5|1,17.813,34.812,36.454,3,23,18|22|20|21|19|23|17,1,5|1|3|2|4,4.67,2.7,2.7,3.6,2|1|3|5,8.808,18.352,19.38,5,1,4|5|2|3|1|6,,,2,2|1,2,45.285,49.442,49.997,3,1,2,1|4|3|2,22.43,24.842,25.747,2,1,2,4|1|2|3,30.581,33.067,33.991,2,3,2,4|3|1|2,5,5,4,2|1|3,"1,4",1982,3,1,4|2|3|5|1,2,1|4|2|3,1,7|5|4|3|2|1|6,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,default_aw
2023-07-12 18:49:08,2023-07-12 18:55:03,0,173.92.46.74,100,354,1,2023-07-12 18:55:03,R_2fxQxStM4X5hAnp,,,,,35.3226,-80.6612,anonymous,EN,0.699999988079071,1,63d1c1095b55c7061678a96e,,,,,5,5|4|1|2|3,7,4.448,4.448,9.641,1,1,2|3|1|5,,,,,2,2|1,1,,,8.689,16.583,19.359,2,4,2|4|6|3|7|5|1,1,2|4|5|1|3,31.623,34.96,35.623,2,1,1,4|3|5|2|1,16.379,21.775,22.947,2,23,19|18|20|22|21|23|17,1,5|2|3|1|4,4.68,3.01,1.01,3.48,3|1|2|5,5.7,11.606,12.451,5,1,3|6|5|1|2|4,1,2|1|3,1,2|1,,70.487,107.983,108.446,6,1,2,4|2|1|3,19.297,22.604,23.594,2,1,2,4|2|3|1,18.592,20.907,21.669,2,3,2,1|4|2|3,3,4,2,2|3|1,2,2000,3,2,5|2|1|4|3,2,4|3|2|1,1,1|6|2|4|7|5|3,4,,,1,0.03125,QID38,0,0,,choice_screen,,description,choice screen
2023-07-12 18:45:39,2023-07-12 18:55:04,0,98.208.224.55,100,564,1,2023-07-12 18:55:04,R_9vkltG7hKSf0atz,,,,,26.6681,-81.7646,anonymous,EN,1,1,60fd0c7f3feef315172385cf,,,,,5,1|5|4|3|2,7,9.501,9.501,10.74,1,1,3|2|1|5,,,,,2,1|2,1,,,16.746,18.851,21.09,2,4,3|5|2|1|7|6|4,1,4|1|3|5|2,7.048,24.999,26.683,3,2,1,4|5|2|1|3,3.247,18.588,19.92,5,23,22|19|23|21|17|20|18,1,2|3|1|5|4,5,4,3,4,3|2|5|1,7.028,25.485,27.374,6,"1,3",1|4|5|3|2|6,1,2|3|1,1,1|2,,97.897,101.227,102.299,2,1,1,1|4|3|2,72.336,75.013,76.082,2,3,1,1|4|3|2,14.607,17.027,18.139,2,1,1,3|2|1|4,4,4,3,1|2|3,"1,4",1985,5,4,3|1|5|4|2,2,2|4|1|3,1,7|3|4|1|6|5|2,5,I use google on computers or phones no matter what,,1,0,,0,0,,choice_screen,,description,choice screen
2023-07-12 18:40:27,2023-07-12 18:55:09,0,76.27.194.190,100,882,1,2023-07-12 18:55:10,R_eaFLDyj2aeZ6pEd,,,,,45.4972,-122.6937,anonymous,EN,1,1,604d8f415e948938fd60b536,,,,,5,3|5|2|1|4,7,,,,,,,10.997,10.997,26.738,1,2,2|1,2,4,4|1|2|3,43.693,47.62,48.759,2,4,7|6|5|4|1|2|3,4,3|4|5|2|1,5.117,139.19,140.327,4,2,1,1|5|3|4|2,12.668,59.232,60.332,3,23,20|17|22|18|21|19|23,1,3|5|2|4|1,4.5,4.5,4,1.87,5|2|3|1,9.146,41.534,43.609,12,"1,2,3",2|5|1|6|3|4,,,2,1|2,2,88.803,109.51,110.476,2,1,2,1|3|4|2,5.247,57.171,58.312,3,1,2,1|3|2|4,5.728,38.8,40.029,3,1,2,4|1|2|3,4,4,3,1|2|3,"1,2,4",1980,4,3,1|2|5|3|4,2,1|3|2|4,1,5|3|6|4|7|1|2,5,na,,1,0,,0,0,,default,duckduckgo_default|Q42,description,default_aw
2023-07-12 18:51:48,2023-07-12 18:55:31,0,72.208.30.6,100,222,1,2023-07-12 18:55:31,R_1DNAr2YsqAva21M,,,,,33.3504,-111.782,anonymous,EN,1,1,5cb6527cdcd7180015d0a463,,,,,5,4|2|3|5|1,7,,,,,,,34.03,34.03,46.31,1,2,2|1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,0,0,,default,yahoo_default|Q42,,
2023-07-12 18:38:24,2023-07-12 18:56:19,0,172.59.185.81,100,1074,1,2023-07-12 18:56:19,R_YaAxsCXK4BUkU5H,,,,,41.8183,-87.6095,anonymous,EN,1,1,6445af97679d97a6911943d4,,,,,5,4|5|1|3|2,7,11.391,14.662,16.232,2,1,2|3|1|5,,,,,2,1|2,1,,,88.49,94.353,95.402,3,4,2|1|3|6|4|7|5,1,5|1|3|4|2,237.87,244.937,245.839,5,1,1,2|1|5|3|4,369.222,391.75,393.187,3,17,17|18|21|23|19|22|20,1,1|5|4|2|3,4.75,2.81,1.61,1.68,2|1|3|5,5.455,24.267,25.769,10,"1,2,3",6|5|1|4|2|3,1,1|2|3,1,2|1,,65.559,70.23,71.338,3,1,1,2|3|1|4,38.149,42.475,43.298,3,3,1,3|4|2|1,30.188,34.148,35.19,3,1,1,2|4|1|3,5,5,5,3|2|1,1,1967,5,4,4|3|2|5|1,1,4|2|3|1,1,5|1|3|6|7|2|4,5,no,,1,0,,0,0,,choice_screen,,description,choice screen
2023-07-12 18:51:20,2023-07-12 18:56:26,0,71.178.30.174,100,306,1,2023-07-12 18:56:27,R_2ZQxiTEEvkNPgsc,,,,,38.8865,-77.0911,anonymous,EN,1,1,5e27868c5cbbcc0b3599574b,,,,,5,1|3|5|4|2,7,,,,,,,4.084,4.084,9.757,1,2,1|2,2,4,1|2|4|3,13.766,15.443,16.35,2,4,2|7|3|5|4|6|1,4,1|2|5|3|4,2.394,27.628,28.772,2,2,4,4|2|1|3|5,37.923,39.356,40.364,2,17,19|22|23|20|17|18|21,4,1|2|3|4|5,4.6,3.5,3.53,3.63,1|2|5|3,1.909,9.942,11.193,7,1,1|6|2|5|4|3,,,2,2|1,1,33.454,35.243,36.283,2,1,1,2|4|1|3,17.903,21.875,23.57,2,3,1,4|3|1|2,18.163,19.635,20.723,2,1,1,2|4|1|3,4,4,4,2|1|3,2,1991,5,5,4|2|5|3|1,1,3|2|4|1,1,5|4|7|2|6|1|3,5,no,,1,0,,0,0,,default,duckduckgo_default|Q42,description,default_wc
2023-07-12 18:46:30,2023-07-12 18:56:35,0,71.191.179.173,100,604,1,2023-07-12 18:56:35,R_wY29b241BwaEzMR,,,,,38.894,-77.0365,anonymous,EN,1,1,5dd5db1ded7ea4574c7bc996,,,,,5,2|3|4|1|5,7,6.841,6.841,8.053,1,1,5|2|1|3,,,,,2,2|1,1,,,3.914,79.204,81.191,4,4,5|1|3|2|7|4|6,1,2|3|5|4|1,4.712,33.424,34.727,4,2,1,4|1|3|5|2,2.133,29.392,38.092,4,23,22|17|21|20|18|19|23,1,1|5|3|2|4,4.42,2.68,2.75,3.68,5|3|2|1,2.924,10.578,13.099,5,1,5|4|2|1|6|3,,,2,1|2,1,54.579,63.904,64.823,2,1,1,2|3|4|1,20.742,22.774,23.448,2,3,1,2|3|1|4,42.325,52.595,53.445,2,1,1,2|4|3|1,4,3,4,2|1|3,1,1994,4,4,1|2|4|5|3,1,1|4|3|2,2,5|1|3|6|7|4|2,5,Everything went smoothly,,1,0,,0,0,,choice_screen,,description,default_wc
2023-07-12 18:49:29,2023-07-12 18:56:54,0,108.85.158.173,100,444,1,2023-07-12 18:56:55,R_12Q09u6t5PSNNh4,,,,,32.7863,-80.1055,anonymous,EN,1,1,6109cd6a03dc4d54ad56fa75,,,,,5,4|3|1|2|5,7,4.55,4.55,9.23,1,1,3|2|5|1,,,,,2,1|2,1,,,10.372,14.314,15.589,2,7,1|2|7|6|4|5|3,1,5|3|2|1|4,8.012,9.991,11.681,2,1,1,1|3|5|2|4,3.374,7.65,11.685,3,22,17|23|18|20|22|21|19,1,1|4|5|3|2,5,2,1,4,2|5|3|1,3.35,16.217,17.602,7,"1,3,5",1|4|6|2|3|5,,,2,2|1,3,22.95,25.357,26.351,2,4,3,3|4|1|2,11.232,23.001,24.445,2,6,1,1|4|2|3,31.594,63.838,65.175,4,5,1,3|1|2|4,5,4,2,3|1|2,"1,2,3",1996,4,5,5|1|3|2|4,2,3|2|1|4,1,4|6|2|3|5|1|7,5,no,,1,0,,0,0,,choice_screen,,description,default_wu
2023-07-12 18:49:48,2023-07-12 18:56:59,0,65.32.67.67,100,431,1,2023-07-12 18:57:00,R_3MEAl6G9rhN7J9I,,,,,27.5595,-82.3934,anonymous,EN,0.699999988079071,1,6340b7955ab968e4426eb476,,,,,5,5|2|3|1|4,7,2.425,2.425,13.116,1,2,2|3|5|1,,,,,2,1|2,1,,,6.07,25.812,26.448,8,4,7|5|4|3|1|2|6,4,1|3|5|4|2,2.866,34.772,35.148,5,2,4,5|3|1|2|4,2.865,32.688,32.935,6,23,20|21|17|19|22|18|23,4,5|3|1|2|4,4.52,4.18,4.02,4.22,5|2|3|1,4.433,36.075,36.777,13,"1,2,6",5|3|1|6|2|4,,,2,1|2,3,7.238,71.766,72.318,6,1,3,4|2|3|1,1.443,21.239,21.767,6,2,3,3|4|2|1,4.931,26.195,26.853,4,1,3,2|3|1|4,5,5,5,1|3|2,4,1995,3,4,5|2|4|3|1,1,2|4|1|3,1,6|3|7|4|5|1|2,5,,,1,0.03125,QID38,0,0,,choice_screen,,description,default_wu
2023-07-12 18:49:58,2023-07-12 18:57:04,0,71.163.137.116,100,425,1,2023-07-12 18:57:04,R_3s4g1QmRucxVyBz,,,,,38.9206,-76.8787,anonymous,EN,0.8999999761581421,1,558997d8fdf99b7ae5007a6e,,,,,5,4|5|3|2|1,7,,,,,,,1.885,1.885,14.601,1,2,1|2,2,3,4|2|3|1,3.969,14.076,14.883,6,4,1|6|7|5|4|2|3,3,5|3|4|1|2,4.243,24.544,25.685,4,2,3,4|1|2|3|5,3.255,23.776,24.653,4,17,21|19|22|18|20|23|17,3,1|2|3|5|4,5,3.95,3.69,3.62,2|1|5|3,2.974,14.97,17.215,7,"1,3",4|5|6|3|1|2,,,2,1|2,2,4.002,53.357,54.279,3,1,2,3|1|4|2,2.564,35.403,36.227,5,1,2,4|1|3|2,2.584,32.306,33.543,5,3,2,1|3|4|2,5,5,4,1|3|2,1,1991,4,5,4|1|2|3|5,1,4|1|3|2,2,1|4|3|6|5|7|2,5,,,1,0.03125,QID38,0,0,,default,yahoo_default|Q42,description,default_aw
2023-07-12 18:46:42,2023-07-12 18:57:11,0,174.53.150.93,100,629,1,2023-07-12 18:57:12,R_xbW9URtHiULqfSh,,,,,44.8283,-93.042,anonymous,EN,0.8999999761581421,1,6266db0dcf3e4f16fb9d7c56,,,,,5,5|3|2|4|1,7,,,,,,,10.93,10.93,14.025,1,2,1|2,2,1,3|2|4|1,5.216,22.371,23.974,4,4,6|5|7|3|1|4|2,1,4|2|5|1|3,7.788,62.262,63.419,4,2,1,5|2|3|4|1,3.195,23.785,25.004,5,23,17|18|22|21|19|23|20,1,5|2|1|3|4,4.43,2.6,2.63,2.6,1|5|3|2,7.029,22.782,25.197,6,1,6|5|1|2|4|3,,,2,2|1,2,32.411,116.976,118.548,4,1,2,2|4|1|3,77.216,79.497,80.622,2,1,2,1|4|3|2,5.041,41.547,42.459,4,3,2,2|3|1|4,4,4,4,1|2|3,2,1966,4,3,1|4|2|5|3,2,4|3|2|1,1,6|7|4|3|2|1|5,5,"I only use Google as a search engine, and that just happened to be what I was assigned by defualt. When you asked me to rate Bing, Yahoo and another (other than Google) I gave a default rating of 3 stars (I think,) bc there was no way to say I never used them before.",,1,0,,0,0,,default,google_default|Q42,description,default_aw
2023-07-12 18:48:22,2023-07-12 18:57:13,0,75.251.47.175,100,531,1,2023-07-12 18:57:14,R_2rZo85sTkJARkjn,,,,,27.9247,-82.5105,anonymous,EN,1,1,594168ba3c965e0001165886,,,,,5,4|1|2|3|5,7,,,,,,,5.16,5.16,11.825,1,2,2|1,2,1,4|2|3|1,4.771,22.589,23.982,4,4,5|3|6|4|7|1|2,1,3|1|2|5|4,4.919,33.103,34.004,6,2,1,3|4|2|5|1,2.587,111.101,111.947,4,17,19|20|18|21|17|23|22,1,3|1|5|4|2,3.62,2.88,2.78,1.82,1|5|2|3,2.943,19.832,22.048,9,1,1|3|6|4|5|2,,,2,1|2,2,49.599,56.275,61.494,2,1,2,2|4|3|1,5.522,59.054,63.76,4,1,2,1|4|3|2,3.807,46.85,49.232,4,3,2,2|1|3|4,4,4,4,1|3|2,"1,2,3",1975,4,5,2|1|4|3|5,2,1|2|4|3,2,7|1|2|4|3|5|6,5,,,1,0.03125,QID38,0,0,,default,google_default|Q42,description,default_aw
2023-07-12 18:49:18,2023-07-12 18:57:21,0,74.74.203.104,100,483,1,2023-07-12 18:57:22,R_2QzWnxzdziv6HT6,,,,,42.6955,-73.08,anonymous,EN,0.8999999761581421,1,6276d97e209059496d37bf74,,,,,5,4|2|5|1|3,7,,,,,,,7.217,7.217,13.492,1,2,2|1,2,1,2|4|1|3,23.846,25.831,27.282,2,4,2|7|5|4|3|1|6,1,5|1|4|3|2,3.854,45.077,47.898,4,2,1,4|5|2|3|1,3.033,24.201,25.208,4,23,19|20|22|23|18|17|21,1,4|3|1|2|5,5,4.5,4,3.5,2|5|3|1,7.026,42.258,47.239,15,"1,3,5",4|5|3|2|1|6,,,2,1|2,2,4.122,64.545,65.558,4,1,2,1|2|4|3,46.358,48.814,49.769,2,1,2,3|4|2|1,27.084,29.988,31.056,2,3,2,2|3|1|4,4,5,4,2|3|1,"1,2",1967,5,2,4|3|2|5|1,2,2|3|4|1,1,5|7|4|1|6|3|2,5,I would have switched to google if I had not gotten it by default (which I did).,,1,0,,0,0,,default,google_default|Q42,description,default_aw
2023-07-12 18:46:58,2023-07-12 18:57:34,0,73.75.120.79,100,636,1,2023-07-12 18:57:35,R_2zYZtFUYabrLBJY,,,,,42.2186,-89.0465,anonymous,EN,0.4000000059604645,1,5ee2e7bf21501a83d55642cd,,,,,5,1|3|5|4|2,7,,,,,,,6.779,6.779,14.916,1,2,1|2,2,2,1|4|2|3,11.513,40.687,42.132,3,4,2|3|7|5|1|6|4,2,3|4|1|5|2,7.286,55.019,56.302,7,2,2,1|4|5|2|3,4.067,52.936,54.422,5,23,21|23|22|18|20|19|17,2,2|3|5|4|1,3.52,3.72,4.48,2.98,2|5|3|1,3.462,34.805,36.198,18,"1,2,3",4|5|1|2|6|3,,,2,2|1,3,61.427,65.98,67.716,3,1,3,3|4|2|1,36.365,40.608,42.447,3,3,3,3|2|4|1,46.859,50.184,51.64,3,1,3,4|3|2|1,4,4,4,3|2|1,2,1966,3,3,2|5|3|4|1,2,4|1|2|3,1,6|3|4|1|2|5|7,5,"I used the one you assigned, they were easy to use.",,1,0,,0,0,,default,bing_default|Q42,description,default_wu
2023-07-12 18:49:23,2023-07-12 18:57:55,0,75.139.116.106,100,511,1,2023-07-12 18:57:56,R_ddtKkuCXle0CGFr,,,,,34.8611,-77.5885,anonymous,EN,1,1,62cf8b6eac8db5ea98343fbe,,,,,5,4|1|3|2|5,7,12.716,12.716,13.783,1,1,5|3|2|1,,,,,2,1|2,1,,,36.026,37.313,38.545,2,4,6|7|5|4|2|1|3,1,4|3|5|2|1,34.497,36.237,37.107,2,2,1,2|5|3|1|4,43.355,45.477,46.251,3,23,19|22|17|18|20|21|23,1,3|2|5|1|4,4.82,2.78,2.88,4.58,1|3|2|5,12.751,31.588,32.801,8,"1,3,5,6",4|3|6|1|5|2,,,2,2|1,3,52.813,56.996,58.79,2,1,3,4|2|1|3,55.555,59.648,60.562,2,1,3,2|1|4|3,37.829,40.147,42.065,2,1,3,3|1|4|2,5,3,5,3|1|2,"3,4",1983,2,2,3|1|5|2|4,1,4|3|1|2,1,7|5|4|2|1|3|6,4,,,1,0.03125,QID38,0,0,,choice_screen,,description,default_wu
2023-07-12 18:41:04,2023-07-12 18:58:07,0,71.210.69.149,100,1022,1,2023-07-12 18:58:07,R_29adw1hPqLALxKH,,,,,34.777,-77.3769,anonymous,EN,1,1,63dc7b5bf451a34177b66c66,,,,,5,3|5|4|2|1,7,0.443,15.104,26.617,3,1,3|2|1|5,,,,,2,1|2,1,,,1.851,29.247,30.678,4,4,5|2|1|6|3|7|4,1,4|2|5|3|1,2.067,35.985,37.61,6,2,1,5|1|4|3|2,3.35,27.79,31.829,5,23,17|18|20|19|23|22|21,1,3|2|1|4|5,4.72,3.92,1.72,3.95,5|3|1|2,12.513,28.879,30.999,7,1,4|6|5|2|3|1,,,2,1|2,2,120.888,126.049,127.847,3,1,2,2|1|4|3,211.901,216.109,217.717,2,1,2,3|4|2|1,92.52,97.067,98.581,2,1,2,4|2|3|1,5,3,3,2|3|1,1,1992,2,3,4|5|1|2|3,2,4|1|2|3,1,4|3|5|2|1|6|7,5,"I definitely stuck to the default browser. Also, I probably should have also put that I used AccuWeather for the previous question. I didn't choose it initially, because up until today I never had. Now I second guess not choosing it, since technically I have now.",,1,0,,0,0,,choice_screen,,description,default_aw
